"POLICÍAS OPERATIVOS POR CADA 100 MIL Y POR CADA MIL HABITANTES A NIVEL MUNICIPAL, 2010",,,,,LEER NOTA
Clave,Estado,Municipio,Personal de seguridad pública total                (incluye policías y personal administrativo),Policías operativos por cada 100 mil habitantes (excluye personal administrativo),Policías operativos por cada mil habitantes (excluye personal administrativo)
20425,Oaxaca,Santa María Pápalo,14,633.8,6.3
20426,Oaxaca,Santa María Peñoles,26,330.6,3.3
20427,Oaxaca,Santa María Petapa,30,195.0,1.9
20428,Oaxaca,Santa María Quiegolani,n. d.,n. d.,n. d.
20429,Oaxaca,Santa María Sola,n. d.,n. d.,n. d.
20430,Oaxaca,Santa María Tataltepec,7,"2,766.8",27.7
20431,Oaxaca,Santa María Tecomavaca,10,563.7,5.6
20432,Oaxaca,Santa María Temaxcalapa,12,"1,239.7",12.4
20433,Oaxaca,Santa María Temaxcaltepec,31,"1,194.6",11.9
20434,Oaxaca,Santa María Teopoxco,20,86.0,0.9
20435,Oaxaca,Santa María Tepantlali,35,998.6,10.0
20436,Oaxaca,Santa María Texcatitlán,7,628.9,6.3
20437,Oaxaca,Santa María Tlahuitoltepec,48,496.7,5.0
20438,Oaxaca,Santa María Tlalixtac,30,"1,710.4",17.1
20439,Oaxaca,Santa María Tonameca,95,390.7,3.9
20440,Oaxaca,Santa María Totolapilla,6,669.6,6.7
20441,Oaxaca,Santa María Xadani,12,154.2,1.5
20442,Oaxaca,Santa María Yalina,10,"2,542.4",25.4
20443,Oaxaca,Santa María Yavesía,7,"1,562.5",15.6
20444,Oaxaca,Santa María Yolotepec,4,867.7,8.7
20445,Oaxaca,Santa María Yosoyúa,4,243.6,2.4
20446,Oaxaca,Santa María Yucuhiti,43,656.4,6.6
20447,Oaxaca,Santa María Zacatepec,117,776.1,7.8
20448,Oaxaca,Santa María Zaniza,12,597.3,6.0
20449,Oaxaca,Santa María Zoquitlán,48,"1,429.0",14.3
20450,Oaxaca,Santiago Amoltepec,15,121.8,1.2
20451,Oaxaca,Santiago Apoala,7,664.8,6.6
20452,Oaxaca,Santiago Apóstol,46,"1,090.0",10.9
20453,Oaxaca,Santiago Astata,n. d.,n. d.,n. d.
20454,Oaxaca,Santiago Atitlán,49,"1,540.9",15.4
20455,Oaxaca,Santiago Ayuquililla,10,363.9,3.6
20456,Oaxaca,Santiago Cacaloxtepec,6,355.9,3.6
20457,Oaxaca,Santiago Camotlán,13,382.9,3.8
20458,Oaxaca,Santiago Comaltepec,9,807.2,8.1
20459,Oaxaca,Santiago Chazumba,n. d.,n. d.,n. d.
20460,Oaxaca,Santiago Choápam,10,184.7,1.8
20461,Oaxaca,Santiago del Río,12,"1,954.4",19.5
20462,Oaxaca,Santiago Huajolotitlán,9,206.9,2.1
20463,Oaxaca,Santiago Huauclilla,7,"1,055.8",10.6
20464,Oaxaca,Santiago Ihuitlán Plumas,5,"1,041.7",10.4
20465,Oaxaca,Santiago Ixcuintepec,16,"1,020.4",10.2
20466,Oaxaca,Santiago Ixtayutla,12,100.7,1.0
20467,Oaxaca,Santiago Jamiltepec,10,54.4,0.5
20468,Oaxaca,Santiago Jocotepec,16,117.9,1.2
20469,Oaxaca,Santiago Juxtlahuaca,n. d.,n. d.,n. d.
20470,Oaxaca,Santiago Lachiguiri,12,255.7,2.6
20471,Oaxaca,Santiago Lalopa,13,"2,621.0",26.2
20472,Oaxaca,Santiago Laollaga,n. d.,n. d.,n. d.
20473,Oaxaca,Santiago Laxopa,10,717.4,7.2
20474,Oaxaca,Santiago Llano Grande,12,368.1,3.7
20475,Oaxaca,Santiago Matatlán,15,145.0,1.5
20476,Oaxaca,Santiago Miltepec,9,"2,200.5",22.0
20477,Oaxaca,Santiago Minas,64,"4,475.5",44.8
20478,Oaxaca,Santiago Nacaltepec,8,418.2,4.2
20479,Oaxaca,Santiago Nejapilla,5,"2,283.1",22.8
20480,Oaxaca,Santiago Nundiche,8,827.3,8.3
20481,Oaxaca,Santiago Nuyoó,20,"1,017.3",10.2
20482,Oaxaca,Santiago Pinotepa Nacional,40,79.5,0.8
20483,Oaxaca,Santiago Suchilquitongo,11,115.3,1.2
20484,Oaxaca,Santiago Tamazola,12,285.2,2.9
20485,Oaxaca,Santiago Tapextla,12,395.9,4.0
20486,Oaxaca,Villa Tejúpam de la Unión,n. d.,n. d.,n. d.
20487,Oaxaca,Santiago Tenango,36,"1,850.9",18.5
20488,Oaxaca,Santiago Tepetlapa,4,"3,053.4",30.5
20489,Oaxaca,Santiago Tetepec,4,80.8,0.8
20490,Oaxaca,Santiago Texcalcingo,13,422.6,4.2
20491,Oaxaca,Santiago Textitlán,60,"1,438.8",14.4
20492,Oaxaca,Santiago Tilantongo,20,623.1,6.2
20493,Oaxaca,Santiago Tillo,12,"2,170.0",21.7
20494,Oaxaca,Santiago Tlazoyaltepec,22,449.5,4.5
20495,Oaxaca,Santiago Xanica,68,"2,357.8",23.6
20496,Oaxaca,Santiago Xiacuí,18,829.1,8.3
20497,Oaxaca,Santiago Yaitepec,85,"2,062.1",20.6
20498,Oaxaca,Santiago Yaveo,8,120.0,1.2
20499,Oaxaca,Santiago Yolomécatl,24,"1,187.5",11.9
20500,Oaxaca,Santiago Yosondúa,9,101.5,1.0
20501,Oaxaca,Santiago Yucuyachi,9,957.4,9.6
20502,Oaxaca,Santiago Zacatepec,10,181.3,1.8
20503,Oaxaca,Santiago Zoochila,12,"3,208.6",32.1
20504,Oaxaca,Nuevo Zoquiápam,12,726.4,7.3
20505,Oaxaca,Santo Domingo Ingenio,n. d.,n. d.,n. d.
20506,Oaxaca,Santo Domingo Albarradas,7,895.1,9.0
20507,Oaxaca,Santo Domingo Armenta,29,899.5,9.0
20508,Oaxaca,Santo Domingo Chihuitán,5,328.7,3.3
20509,Oaxaca,Santo Domingo de Morelos,12,113.8,1.1
20510,Oaxaca,Santo Domingo Ixcatlán,100,"11,402.5",114.0
20511,Oaxaca,Santo Domingo Nuxaá,30,831.0,8.3
20512,Oaxaca,Santo Domingo Ozolotepec,19,"2,081.1",20.8
20513,Oaxaca,Santo Domingo Petapa,11,131.0,1.3
20514,Oaxaca,Santo Domingo Roayaga,13,"1,303.9",13.0
20515,Oaxaca,Santo Domingo Tehuantepec,59,95.4,1.0
20516,Oaxaca,Santo Domingo Teojomulco,20,393.8,3.9
20517,Oaxaca,Santo Domingo Tepuxtepec,42,808.6,8.1
20518,Oaxaca,Santo Domingo Tlatayápam,n. d.,n. d.,n. d.
20519,Oaxaca,Santo Domingo Tomaltepec,180,"6,451.6",64.5
20520,Oaxaca,Santo Domingo Tonalá,15,209.7,2.1
20521,Oaxaca,Santo Domingo Tonaltepec,9,"3,260.9",32.6
20522,Oaxaca,Santo Domingo Xagacía,9,742.0,7.4
20523,Oaxaca,Santo Domingo Yanhuitlán,12,745.8,7.5
20524,Oaxaca,Santo Domingo Yodohino,8,"2,168.0",21.7
20525,Oaxaca,Santo Domingo Zanatepec,18,160.5,1.6
20526,Oaxaca,Santos Reyes Nopala,70,437.9,4.4
20527,Oaxaca,Santos Reyes Pápalo,20,707.0,7.1
20528,Oaxaca,Santos Reyes Tepejillo,20,"1,648.8",16.5
20529,Oaxaca,Santos Reyes Yucuná,5,375.4,3.8
20530,Oaxaca,Santo Tomás Jalieza,134,"3,958.6",39.6
20531,Oaxaca,Santo Tomás Mazaltepec,39,"1,671.7",16.7
20532,Oaxaca,Santo Tomás Ocotepec,20,490.7,4.9
20533,Oaxaca,Santo Tomás Tamazulapan,24,"1,095.4",11.0
20534,Oaxaca,San Vicente Coatlán,32,50.5,0.5
20535,Oaxaca,San Vicente Lachixío,135,"4,536.3",45.4
20536,Oaxaca,San Vicente Nuñú,21,"4,259.6",42.6
20537,Oaxaca,Silacayoápam,6,88.9,0.9
20538,Oaxaca,Sitio de Xitlapehua,n. d.,n. d.,n. d.
20539,Oaxaca,Soledad Etla,10,199.0,2.0
20540,Oaxaca,Villa de Tamazulápam del Progreso,10,141.7,1.4
20541,Oaxaca,Tanetze de Zaragoza,12,703.0,7.0
20542,Oaxaca,Taniche,12,"1,608.6",16.1
20543,Oaxaca,Tataltepec de Valdés,184,"3,308.8",33.1
20544,Oaxaca,Teococuilco de Marcos Pérez,25,"2,260.4",22.6
20545,Oaxaca,Teotitlán de Flores Magón,27,301.1,3.0
20546,Oaxaca,Teotitlán del Valle,82,"1,454.4",14.5
20547,Oaxaca,Teotongo,3,315.5,3.2
20548,Oaxaca,Tepelmeme Villa de Morelos,6,346.0,3.5
20549,Oaxaca,Tezoatlán de Segura y Luna,13,114.9,1.1
20550,Oaxaca,San Jerónimo Tlacochahuaya,13,256.1,2.6
20551,Oaxaca,Tlacolula de Matamoros,32,163.1,1.6
20552,Oaxaca,Tlacotepec Plumas,12,"2,352.9",23.5
20553,Oaxaca,Tlalixtac de Cabrera,17,180.5,1.8
20554,Oaxaca,Totontepec Villa de Morelos,50,893.2,8.9
20555,Oaxaca,Trinidad Zaachila,8,301.5,3.0
20556,Oaxaca,La Trinidad Vista Hermosa,3,"1,204.8",12.0
20557,Oaxaca,Unión Hidalgo,n. d.,n. d.,n. d.
20558,Oaxaca,Valerio Trujano,4,259.2,2.6
20559,Oaxaca,San Juan Bautista Valle Nacional,n. d.,n. d.,n. d.
20560,Oaxaca,Villa Díaz Ordaz,42,680.3,6.8
20561,Oaxaca,Yaxe,47,"1,714.5",17.1
20562,Oaxaca,Magdalena Yodocono de Porfirio Díaz,18,"1,234.6",12.3
20563,Oaxaca,Yogana,15,"1,146.8",11.5
20564,Oaxaca,Yutanduchi de Guerrero,12,928.8,9.3
20565,Oaxaca,Villa de Zaachila,n. d.,n. d.,n. d.
20566,Oaxaca,Zapotitlán del Río,n. d.,n. d.,n. d.
20567,Oaxaca,Zapotitlán Lagunas,12,383.0,3.8
20568,Oaxaca,Zapotitlán Palmas,6,396.3,4.0
20569,Oaxaca,Santa Inés de Zaragoza,12,703.0,7.0
20570,Oaxaca,Zimatlán de Álvarez,22,114.5,1.1
21001,Puebla,Acajete,n. d.,n. d.,n. d.
21002,Puebla,Acateno,n. d.,n. d.,n. d.
21003,Puebla,Acatlán,43,127.0,1.3
21004,Puebla,Acatzingo,n. d.,n. d.,n. d.
21005,Puebla,Acteopan,8,277.7,2.8
21006,Puebla,Ahuacatlán,20,135.6,1.4
21007,Puebla,Ahuatlán,10,293.9,2.9
21008,Puebla,Ahuazotepec,15,143.4,1.4
21009,Puebla,Ahuehuetitla,n. d.,n. d.,n. d.
21010,Puebla,Ajalpan,n. d.,n. d.,n. d.
21011,Puebla,Albino Zertuche,16,904.0,9.0
21012,Puebla,Aljojuca,n. d.,n. d.,n. d.
21013,Puebla,Altepexi,n. d.,n. d.,n. d.
21014,Puebla,Amixtlán,n. d.,n. d.,n. d.
21015,Puebla,Amozoc,n. d.,n. d.,n. d.
21016,Puebla,Aquixtla,15,191.1,1.9
21017,Puebla,Atempan,22,78.8,0.8
21018,Puebla,Atexcal,n. d.,n. d.,n. d.
21019,Puebla,Atlixco,206,136.9,1.4
21020,Puebla,Atoyatempan,8,124.5,1.2
21021,Puebla,Atzala,9,732.9,7.3
21022,Puebla,Atzitzihuacán,12,102.7,1.0
21023,Puebla,Atzitzintla,4,47.6,0.5
21024,Puebla,Axutla,9,950.4,9.5
21025,Puebla,Ayotoxco de Guerrero,7,85.9,0.9
21026,Puebla,Calpan,10,72.8,0.7
21027,Puebla,Caltepec,n. d.,n. d.,n. d.
21028,Puebla,Camocuautla,n. d.,n. d.,n. d.
21029,Puebla,Caxhuacan,n. d.,n. d.,n. d.
21030,Puebla,Coatepec,n. d.,n. d.,n. d.
21031,Puebla,Coatzingo,6,202.4,2.0
21032,Puebla,Cohetzala,n. d.,n. d.,n. d.
21033,Puebla,Cohuecan,11,230.9,2.3
21034,Puebla,Coronango,30,86.7,0.9
21035,Puebla,Coxcatlán,n. d.,n. d.,n. d.
21036,Puebla,Coyomeapan,n. d.,n. d.,n. d.
21037,Puebla,Coyotepec,8,342.0,3.4
21038,Puebla,Cuapiaxtla de Madero,n. d.,n. d.,n. d.
21039,Puebla,Cuautempan,n. d.,n. d.,n. d.
21040,Puebla,Cuautinchán,8,83.9,0.8
21041,Puebla,Cuautlancingo,94,118.8,1.2
21042,Puebla,Cuayuca de Andrade,8,261.3,2.6
21043,Puebla,Cuetzalan del Progreso,n. d.,n. d.,n. d.
21044,Puebla,Cuyoaco,n. d.,n. d.,n. d.
21045,Puebla,Chalchicomula de Sesma,42,88.9,0.9
21046,Puebla,Chapulco,11,157.3,1.6
21047,Puebla,Chiautla,18,94.6,0.9
21048,Puebla,Chiautzingo,16,85.3,0.9
21049,Puebla,Chiconcuautla,n. d.,n. d.,n. d.
21050,Puebla,Chichiquila,25,103.5,1.0
21051,Puebla,Chietla,30,88.4,0.9
21052,Puebla,Chigmecatitlán,8,652.0,6.5
21053,Puebla,Chignahuapan,65,107.1,1.1
21054,Puebla,Chignautla,n. d.,n. d.,n. d.
21055,Puebla,Chila,10,212.8,2.1
21056,Puebla,Chila de la Sal,9,727.6,7.3
21057,Puebla,Honey,7,93.8,0.9
21058,Puebla,Chilchotla,6,31.2,0.3
21059,Puebla,Chinantla,10,405.2,4.1
21060,Puebla,Domingo Arenas,8,115.2,1.2
21061,Puebla,Eloxochitlán,n. d.,n. d.,n. d.
21062,Puebla,Epatlán,10,217.7,2.2
21063,Puebla,Esperanza,n. d.,n. d.,n. d.
21064,Puebla,Francisco Z. Mena,n. d.,n. d.,n. d.
21065,Puebla,General Felipe Ángeles,n. d.,n. d.,n. d.
21066,Puebla,Guadalupe,n. d.,n. d.,n. d.
21067,Puebla,Guadalupe Victoria,n. d.,n. d.,n. d.
21068,Puebla,Hermenegildo Galeana,8,103.7,1.0
21069,Puebla,Huaquechula,n. d.,n. d.,n. d.
21070,Puebla,Huatlatlauca,12,180.6,1.8
21071,Puebla,Huauchinango,78,79.8,0.8
21072,Puebla,Huehuetla,n. d.,n. d.,n. d.
21073,Puebla,Huehuetlán el Chico,13,149.8,1.5
21074,Puebla,Huejotzingo,60,94.6,0.9
21075,Puebla,Hueyapan,12,101.1,1.0
21076,Puebla,Hueytamalco,n. d.,n. d.,n. d.
21077,Puebla,Hueytlalpan,n. d.,n. d.,n. d.
21078,Puebla,Huitzilan de Serdán,n. d.,n. d.,n. d.
21079,Puebla,Huitziltepec,4,56.5,0.6
21080,Puebla,Atlequizayan,4,141.2,1.4
21081,Puebla,Ixcamilpa de Guerrero,13,351.8,3.5
21082,Puebla,Ixcaquixtla,n. d.,n. d.,n. d.
21083,Puebla,Ixtacamaxtitlán,24,90.8,0.9
21084,Puebla,Ixtepec,n. d.,n. d.,n. d.
21085,Puebla,Izúcar de Matamoros,81,97.5,1.0
21086,Puebla,Jalpan,n. d.,n. d.,n. d.
21087,Puebla,Jolalpan,21,165.9,1.7
21088,Puebla,Jonotla,n. d.,n. d.,n. d.
21089,Puebla,Jopala,12,92.3,0.9
21090,Puebla,Juan C. Bonilla,22,118.7,1.2
21091,Puebla,Juan Galindo,n. d.,n. d.,n. d.
21092,Puebla,Juan N. Méndez,10,191.5,1.9
21093,Puebla,Lafragua,10,128.7,1.3
21094,Puebla,Libres,43,136.4,1.4
21095,Puebla,La Magdalena Tlatlauquitepec,5,"1,033.1",10.3
21096,Puebla,Mazapiltepec de Juárez,n. d.,n. d.,n. d.
21097,Puebla,Mixtla,7,315.9,3.2
21098,Puebla,Molcaxac,7,112.6,1.1
21099,Puebla,Cañada Morelos,13,68.6,0.7
21100,Puebla,Naupan,n. d.,n. d.,n. d.
21101,Puebla,Nauzontla,n. d.,n. d.,n. d.
21102,Puebla,Nealtican,20,166.5,1.7
21103,Puebla,Nicolás Bravo,n. d.,n. d.,n. d.
21104,Puebla,Nopalucan,n. d.,n. d.,n. d.
21105,Puebla,Ocotepec,n. d.,n. d.,n. d.
21106,Puebla,Ocoyucan,17,66.1,0.7
21107,Puebla,Olintla,10,85.9,0.9
21108,Puebla,Oriental,n. d.,n. d.,n. d.
21109,Puebla,Pahuatlán,20,97.0,1.0
21110,Puebla,Palmar de Bravo,27,63.0,0.6
21111,Puebla,Pantepec,24,130.2,1.3
21112,Puebla,Petlalcingo,8,85.3,0.9
21113,Puebla,Piaxtla,12,261.7,2.6
21114,Puebla,Puebla,"2,345",135.8,1.4
21115,Puebla,Quecholac,n. d.,n. d.,n. d.
21116,Puebla,Quimixtlán,35,131.6,1.3
21117,Puebla,Rafael Lara Grajales,20,142.3,1.4
21118,Puebla,Los Reyes de Juárez,n. d.,n. d.,n. d.
21119,Puebla,San Andrés Cholula,n. d.,n. d.,n. d.
21120,Puebla,San Antonio Cañada,n. d.,n. d.,n. d.
21121,Puebla,San Diego la Mesa Tochimiltzingo,8,706.7,7.1
21122,Puebla,San Felipe Teotlalcingo,15,159.1,1.6
21123,Puebla,San Felipe Tepatlán,7,169.9,1.7
21124,Puebla,San Gabriel Chilac,n. d.,n. d.,n. d.
21125,Puebla,San Gregorio Atzompa,n. d.,n. d.,n. d.
21126,Puebla,San Jerónimo Tecuanipan,16,274.6,2.7
21127,Puebla,San Jerónimo Xayacatlán,6,158.9,1.6
21128,Puebla,San José Chiapa,n. d.,n. d.,n. d.
21129,Puebla,San José Miahuatlán,n. d.,n. d.,n. d.
21130,Puebla,San Juan Atenco,10,263.5,2.6
21131,Puebla,San Juan Atzompa,5,573.4,5.7
21132,Puebla,San Martín Texmelucan,172,115.5,1.2
21133,Puebla,San Martín Totoltepec,8,"1,228.9",12.3
21134,Puebla,San Matías Tlalancaleca,n. d.,n. d.,n. d.
21135,Puebla,San Miguel Ixitlán,10,"1,706.5",17.1
21136,Puebla,San Miguel Xoxtla,7,60.4,0.6
21137,Puebla,San Nicolás Buenos Aires,11,119.8,1.2
21138,Puebla,San Nicolás de los Ranchos,8,74.2,0.7
21139,Puebla,San Pablo Anicano,n. d.,n. d.,n. d.
21140,Puebla,San Pedro Cholula,203,168.5,1.7
21141,Puebla,San Pedro Yeloixtlahuaca,n. d.,n. d.,n. d.
21142,Puebla,San Salvador el Seco,24,79.6,0.8
21143,Puebla,San Salvador el Verde,n. d.,n. d.,n. d.
21144,Puebla,San Salvador Huixcolotla,n. d.,n. d.,n. d.
21145,Puebla,San Sebastián Tlacotepec,n. d.,n. d.,n. d.
21146,Puebla,Santa Catarina Tlaltempan,4,457.7,4.6
21147,Puebla,Santa Inés Ahuatempan,7,117.8,1.2
21148,Puebla,Santa Isabel Cholula,22,273.6,2.7
21149,Puebla,Santiago Miahuatlán,n. d.,n. d.,n. d.
21150,Puebla,Huehuetlán el Grande,10,141.6,1.4
21151,Puebla,Santo Tomás Hueyotlipan,n. d.,n. d.,n. d.
21152,Puebla,Soltepec,n. d.,n. d.,n. d.
21153,Puebla,Tecali de Herrera,13,64.1,0.6
21154,Puebla,Tecamachalco,46,58.7,0.6
21155,Puebla,Tecomatlán,12,221.4,2.2
21156,Puebla,Tehuacán,477,173.5,1.7
21157,Puebla,Tehuitzingo,17,150.1,1.5
21158,Puebla,Tenampulco,8,118.1,1.2
21159,Puebla,Teopantlán,12,298.2,3.0
21160,Puebla,Teotlalco,7,224.3,2.2
21161,Puebla,Tepanco de López,n. d.,n. d.,n. d.
21162,Puebla,Tepango de Rodríguez,6,141.4,1.4
21163,Puebla,Tepatlaxco de Hidalgo,n. d.,n. d.,n. d.
21164,Puebla,Tepeaca,n. d.,n. d.,n. d.
21165,Puebla,Tepemaxalco,8,701.1,7.0
21166,Puebla,Tepeojuma,n. d.,n. d.,n. d.
21167,Puebla,Tepetzintla,15,146.5,1.5
21168,Puebla,Tepexco,12,182.4,1.8
21169,Puebla,Tepexi de Rodríguez,14,68.4,0.7
21170,Puebla,Tepeyahualco,n. d.,n. d.,n. d.
21171,Puebla,Tepeyahualco de Cuauhtémoc,8,237.7,2.4
21172,Puebla,Tetela de Ocampo,100,387.7,3.9
21173,Puebla,Teteles de Avila Castillo,8,140.6,1.4
21174,Puebla,Teziutlán,117,126.8,1.3
21175,Puebla,Tianguismanalco,n. d.,n. d.,n. d.
21176,Puebla,Tilapa,8,95.2,1.0
21177,Puebla,Tlacotepec de Benito Juárez,42,82.9,0.8
21178,Puebla,Tlacuilotepec,15,87.6,0.9
21179,Puebla,Tlachichuca,21,73.5,0.7
21180,Puebla,Tlahuapan,31,84.9,0.8
21181,Puebla,Tlaltenango,8,127.6,1.3
21182,Puebla,Tlanepantla,n. d.,n. d.,n. d.
21183,Puebla,Tlaola,30,151.3,1.5
21184,Puebla,Tlapacoya,n. d.,n. d.,n. d.
21185,Puebla,Tlapanalá,n. d.,n. d.,n. d.
21186,Puebla,Tlatlauquitepec,n. d.,n. d.,n. d.
21187,Puebla,Tlaxco,13,240.1,2.4
21188,Puebla,Tochimilco,16,94.0,0.9
21189,Puebla,Tochtepec,14,71.1,0.7
21190,Puebla,Totoltepec de Guerrero,n. d.,n. d.,n. d.
21191,Puebla,Tulcingo,13,140.6,1.4
21192,Puebla,Tuzamapan de Galeana,n. d.,n. d.,n. d.
21193,Puebla,Tzicatlacoyan,8,128.2,1.3
21194,Puebla,Venustiano Carranza,42,150.6,1.5
21195,Puebla,Vicente Guerrero,n. d.,n. d.,n. d.
21196,Puebla,Xayacatlán de Bravo,10,606.4,6.1
21197,Puebla,Xicotepec,90,113.8,1.1
21198,Puebla,Xicotlán,11,886.4,8.9
21199,Puebla,Xiutetelco,32,84.4,0.8
21200,Puebla,Xochiapulco,n. d.,n. d.,n. d.
21201,Puebla,Xochiltepec,5,156.9,1.6
21202,Puebla,Xochitlán de Vicente Suárez,n. d.,n. d.,n. d.
21203,Puebla,Xochitlán Todos Santos,9,148.8,1.5
21204,Puebla,Yaonáhuac,18,239.6,2.4
21205,Puebla,Yehualtepec,18,78.3,0.8
21206,Puebla,Zacapala,6,142.0,1.4
21207,Puebla,Zacapoaxtla,n. d.,n. d.,n. d.
21208,Puebla,Zacatlán,71,87.8,0.9
21209,Puebla,Zapotitlán,n. d.,n. d.,n. d.
21210,Puebla,Zapotitlán de Méndez,n. d.,n. d.,n. d.
21211,Puebla,Zaragoza,n. d.,n. d.,n. d.
21212,Puebla,Zautla,9,41.2,0.4
21213,Puebla,Zihuateutla,9,71.8,0.7
21214,Puebla,Zinacatepec,n. d.,n. d.,n. d.
21215,Puebla,Zongozotla,6,108.7,1.1
21216,Puebla,Zoquiapan,n. d.,n. d.,n. d.
21217,Puebla,Zoquitlán,n. d.,n. d.,n. d.
22001,Querétaro,Amealco de Bonfil,86,128.6,1.3
22002,Querétaro,Pinal de Amoles,47,162.4,1.6
22003,Querétaro,Arroyo Seco,32,185.9,1.9
22004,Querétaro,Cadereyta de Montes,82,123.1,1.2
22005,Querétaro,Colón,91,142.7,1.4
22006,Querétaro,Corregidora,323,213.2,2.1
22007,Querétaro,Ezequiel Montes,48,120.7,1.2
22008,Querétaro,Huimilpan,54,149.1,1.5
22009,Querétaro,Jalpan de Serra,70,270.1,2.7
22010,Querétaro,Landa de Matamoros,56,265.9,2.7
22011,Querétaro,El Marqués,184,158.0,1.6
22012,Querétaro,Pedro Escobedo,91,142.3,1.4
22013,Querétaro,Peñamiller,41,216.9,2.2
22014,Querétaro,Querétaro,"1,255",129.8,1.3
22015,Querétaro,San Joaquín,17,191.8,1.9
22016,Querétaro,San Juan del Río,491,196.1,2.0
22017,Querétaro,Tequisquiapan,84,115.1,1.2
22018,Querétaro,Tolimán,65,238.9,2.4
23001,Quintana Roo,Cozumel,406,510.5,5.1
23002,Quintana Roo,Felipe Carrillo Puerto,230,277.2,2.8
23003,Quintana Roo,Isla Mujeres,152,802.3,8.0
23004,Quintana Roo,Othón P. Blanco,257,89.1,0.9
23005,Quintana Roo,Benito Juárez,"2,206",246.1,2.5
23006,Quintana Roo,José María Morelos,184,508.6,5.1
23007,Quintana Roo,Lázaro Cárdenas,154,564.5,5.6
23008,Quintana Roo,Solidaridad,825,449.4,4.5
23009,Quintana Roo,Tulum,201,672.3,6.7
23010,Quintana Roo,Bacalar,n. d.,n. d.,n. d.
24001,San Luis Potosí,Ahualulco,32,171.6,1.7
24002,San Luis Potosí,Alaquines,7,85.5,0.9
24003,San Luis Potosí,Aquismón,35,71.7,0.7
24004,San Luis Potosí,Armadillo de los Infante,4,90.2,0.9
24005,San Luis Potosí,Cárdenas,24,121.5,1.2
24006,San Luis Potosí,Catorce,14,123.5,1.2
24007,San Luis Potosí,Cedral,20,108.2,1.1
24008,San Luis Potosí,Cerritos,24,107.5,1.1
24009,San Luis Potosí,Cerro de San Pedro,9,223.8,2.2
24010,San Luis Potosí,Ciudad del Maíz,25,76.6,0.8
24011,San Luis Potosí,Ciudad Fernández,74,156.2,1.6
24012,San Luis Potosí,Tancanhuitz,25,118.8,1.2
24013,San Luis Potosí,Ciudad Valles,136,79.9,0.8
24014,San Luis Potosí,Coxcatlán,21,123.4,1.2
24015,San Luis Potosí,Charcas,25,113.5,1.1
24016,San Luis Potosí,Ebano,57,125.2,1.3
24017,San Luis Potosí,Guadalcázar,26,100.1,1.0
24018,San Luis Potosí,Huehuetlán,26,163.3,1.6
24019,San Luis Potosí,Lagunillas,5,86.6,0.9
24020,San Luis Potosí,Matehuala,166,169.4,1.7
24021,San Luis Potosí,Mexquitic de Carmona,53,99.2,1.0
24022,San Luis Potosí,Moctezuma,16,82.8,0.8
24023,San Luis Potosí,Rayón,17,108.2,1.1
24024,San Luis Potosí,Rioverde,158,166.4,1.7
24025,San Luis Potosí,Salinas,21,66.2,0.7
24026,San Luis Potosí,San Antonio,10,106.5,1.1
24027,San Luis Potosí,San Ciro de Acosta,17,157.3,1.6
24028,San Luis Potosí,San Luis Potosí,"1,386",160.1,1.6
24029,San Luis Potosí,San Martín Chalchicuautla,33,149.9,1.5
24030,San Luis Potosí,San Nicolás Tolentino,5,91.5,0.9
24031,San Luis Potosí,Santa Catarina,9,76.0,0.8
24032,San Luis Potosí,Santa María del Río,44,99.2,1.0
24033,San Luis Potosí,Santo Domingo,11,91.3,0.9
24034,San Luis Potosí,San Vicente Tancuayalab,24,153.8,1.5
24035,San Luis Potosí,Soledad de Graciano Sánchez,430,160.5,1.6
24036,San Luis Potosí,Tamasopo,31,107.5,1.1
24037,San Luis Potosí,Tamazunchale,167,169.4,1.7
24038,San Luis Potosí,Tampacán,22,138.9,1.4
24039,San Luis Potosí,Tampamolón Corona,20,126.1,1.3
24040,San Luis Potosí,Tamuín,48,123.8,1.2
24041,San Luis Potosí,Tanlajás,18,93.2,0.9
24042,San Luis Potosí,Tanquián de Escobedo,16,111.3,1.1
24043,San Luis Potosí,Tierra Nueva,13,133.0,1.3
24044,San Luis Potosí,Vanegas,24,303.7,3.0
24045,San Luis Potosí,Venado,29,193.2,1.9
24046,San Luis Potosí,Villa de Arriaga,30,177.7,1.8
24047,San Luis Potosí,Villa de Guadalupe,7,71.6,0.7
24048,San Luis Potosí,Villa de la Paz,15,280.4,2.8
24049,San Luis Potosí,Villa de Ramos,21,55.4,0.6
24050,San Luis Potosí,Villa de Reyes,53,106.6,1.1
24051,San Luis Potosí,Villa Hidalgo,19,127.7,1.3
24052,San Luis Potosí,Villa Juárez,11,108.1,1.1
24053,San Luis Potosí,Axtla de Terrazas,65,171.5,1.7
24054,San Luis Potosí,Xilitla,74,143.7,1.4
24055,San Luis Potosí,Zaragoza,25,101.6,1.0
24056,San Luis Potosí,Villa de Arista,14,90.2,0.9
24057,San Luis Potosí,Matlapa,48,155.1,1.6
24058,San Luis Potosí,El Naranjo,26,126.9,1.3
25001,Sinaloa,Ahome,925,210.2,2.1
25002,Sinaloa,Angostura,141,288.9,2.9
25003,Sinaloa,Badiraguato,48,130.0,1.3
25004,Sinaloa,Concordia,70,235.1,2.4
